Date,Time,Open,High,Low,Close,Quantity,Average,Open â€“ Close,Gain,Loss,Avg Gain,Avg Loss,RSI
21-Sep-2012,0,331.13,331.25,318.38,324.16,40962480,0,,,,,,
14-Sep-2012,0,312,330.59,309.33,329.01,33740104,0,,,,,,
08-Sep-2012,0,295.75,312.49,291.53,312,24999776,0,,,,,,
31-Aug-2012,0,303.78,306.43,294.34,295.21,36160288,0,,,,,,
24-Aug-2012,0,295.63,310.38,295.63,305.6,38802672,0,,,,,,
17-Aug-2012,0,287.66,294.38,286.17,293.88,20281648,0,,,,,,
10-Aug-2012,0,277.78,290.13,275.93,289.13,29322016,0,,,,,,
03-Aug-2012,0,270,279.5,269.69,276.06,22644968,0,,,,,,
27-Jul-2012,0,275,276.5,262.66,268.58,39918680,0,,,,,,
20-Jul-2012,0,278.75,281.25,270.29,277.34,55883712,0,,,,,,
13-Jul-2012,0,302.64,312.8,277.25,278.73,112343648,0,,,,,,
06-Jul-2012,0,312.88,314.85,305,305.58,28662744,0,,,,,,
29-Jun-2012,0,309.36,314.88,303.69,313.65,43934936,0,,,,,,
22-Jun-2012,0,316.88,318.04,303.31,309.31,33018032,0,,,,,,
15-Jun-2012,0,303.38,316.5,300.28,315.32,28041096,0,,,,,,
08-Jun-2012,0,296.75,311.11,293.13,302.41,31793904,0,,,,,,
01-Jun-2012,0,299.25,319,295.33,298.65,46091424,0,,,,,,
25-May-2012,0,298.11,298.61,288.4,296.61,27927776,0,,,,,,
18-May-2012,0,290.03,303.63,287.77,297.86,38520432,0,,,,,,
11-May-2012,0,301.13,306.1,286.51,288.91,50720120,0,,,,,,
04-May-2012,0,299,312.25,298.79,305.24,43195912,0,,,,,,
28-Apr-2012,0,298.75,300.54,274.79,299.48,127507592,0,,,,,,
20-Apr-2012,0,300,303.55,291.63,300.93,104964928,0,,,,,,
13-Apr-2012,0,354.69,357.42,298.64,300.32,109025440,0,,,,,,
04-Apr-2012,0,358,361.09,355.13,356.39,15557312,0,,,,,,
30-Mar-2012,0,358.63,362.97,345.98,358.29,40397144,0,,,,,,
23-Mar-2012,0,361.88,362.5,350.38,359.09,32699952,0,,,,,,
16-Mar-2012,0,364.38,364.38,347.63,358.12,40889352,0,,,,,,
09-Mar-2012,0,357.26,362.88,349.59,356.91,30683520,0,,,,,,
03-Mar-2012,0,370.63,370.63,350.63,357.26,39787016,0,,,,,,
24-Feb-2012,0,366.25,374.25,363.15,368.51,35473744,0,,,,,,
17-Feb-2012,0,346.91,372.25,344.64,368.48,38103936,0,,,,,,
10-Feb-2012,0,350.64,352.76,339.21,348.8,37165272,0,,,,,,
03-Feb-2012,0,337.36,349,336.25,347.91,47692144,0,,,,,,
27-Jan-2012,0,323.75,341.88,323.63,340.63,33578304,0,,,,,,
20-Jan-2012,0,322.66,334.1,322.04,323.6,52917632,0,,,,,,
13-Jan-2012,0,355.94,361.86,319.03,323.03,103110304,0,,,,,,
07-Jan-2012,0,344.9,360.87,342.75,354.4,37047680,0,,,,,,
30-Dec-2011,0,336.38,350.5,336.38,345.96,31412000,0,,,,,,
23-Dec-2011,0,336.25,344.35,331.25,336.84,50724392,0,,,,,,
16-Dec-2011,0,339.99,348.6,333.13,340.56,54254224,0,,,,,,
09-Dec-2011,0,336.25,346.55,332.53,338.79,33404912,0,,,,,,
02-Dec-2011,0,327.51,339.43,320.13,336.77,47166424,0,,,,,,
25-Nov-2011,0,340,345.61,323.33,324.96,58272424,0,,,,,,
18-Nov-2011,0,351.27,354.05,340,342.6,27388592,0,,,,,,
11-Nov-2011,0,351.88,358.41,326.34,346.96,22228208,0,,,,,,
04-Nov-2011,0,357,362.22,345.9,353.24,41938984,0,,,,,,
28-Oct-2011,0,343.75,371.42,342.65,357.33,48450856,0,,,,,,
21-Oct-2011,0,345.14,345.61,335.94,340.33,47230944,0,,,,,,
14-Oct-2011,0,318.13,344.59,311.25,342.97,111561912,0,,,,,,
07-Oct-2011,0,311.25,321.86,301.7,313.59,46953192,0,,,,,,
30-Sep-2011,0,293.13,321.24,287.64,316.63,70934072,0,,,,,,
23-Sep-2011,0,299.88,306.86,290.13,292.35,42456104,0,,,,,,
16-Sep-2011,0,276,307.24,272.58,299.39,60807920,0,,,,,,
09-Sep-2011,0,286.71,294.25,277.78,284.29,58296648,0,,,,,,
02-Sep-2011,0,279.88,298.13,279,289.9,38326352,0,,,,,,
26-Aug-2011,0,276.74,287.83,270.19,275.32,89333368,0,,,,,,
19-Aug-2011,0,303.75,308.51,271.45,278.09,58251896,0,,,,,,
12-Aug-2011,0,312.5,312.5,292.79,296.9,69280256,0,,,,,,
05-Aug-2011,0,347.51,352.98,315.63,323.9,38961528,0,,,,,,
29-Jul-2011,0,352.25,354.49,340.68,346.99,41998400,0,,,,,,
22-Jul-2011,0,341.88,355.5,338.42,353.53,37602504,0,,,,,,
15-Jul-2011,0,369.24,372.01,340,341.42,69481192,0,,,,,,
08-Jul-2011,0,370.83,377.99,365.75,372.07,25399808,0,,,,,,
01-Jul-2011,0,353.96,371.24,352.53,366.77,37756144,0,,,,,,
24-Jun-2011,0,346.04,359.71,331.56,357.49,41004024,0,,,,,,
17-Jun-2011,0,356.06,360.44,341.41,346.21,39093296,0,,,,,,
10-Jun-2011,0,352.75,363,349.39,357.79,29102776,0,,,,,,
03-Jun-2011,0,350.76,355.35,345.13,352.03,48794496,0,,,,,,
27-May-2011,0,355.98,357.98,344.58,348.44,40220880,0,,,,,,
20-May-2011,0,359.5,360.29,350.38,356.23,39695968,0,,,,,,
13-May-2011,0,363.75,365.61,358.44,359.79,29500456,0,,,,,,
06-May-2011,0,364.88,369.64,354.63,361.63,68218520,0,,,,,,
29-Apr-2011,0,364.38,370.58,360.99,363.28,83413088,0,,,,,,
21-Apr-2011,0,364.88,370.88,360,363.75,102200896,0,,,,,,
15-Apr-2011,0,399.41,414.64,372.19,373.69,100088704,0,,,,,,
08-Apr-2011,0,403.13,412.38,400.93,403.41,27078664,0,,,,,,
01-Apr-2011,0,392.38,408.13,388.72,402.27,51953568,0,,,,,,
25-Mar-2011,0,368.93,398.13,363.04,395.38,39845584,0,,,,,,
18-Mar-2011,0,379.38,388.5,366.58,367.64,33979872,0,,,,,,
11-Mar-2011,0,379.5,391.6,377.53,381.74,33265152,0,,,,,,
04-Mar-2011,0,377.75,391.85,370.93,382.78,45234872,0,,,,,,
25-Feb-2011,0,387.5,397.23,370.75,375.91,49414224,0,,,,,,
18-Feb-2011,0,380.5,393.13,380.06,387.54,24994672,0,,,,,,
11-Feb-2011,0,384.36,394.96,377.54,380.11,40335568,0,,,,,,
04-Feb-2011,0,392.31,395.5,378.3,380.99,40235072,0,,,,,,
28-Jan-2011,0,405,413.11,392.58,396.02,42822216,0,,,,,,
21-Jan-2011,0,400,416.96,398.91,405.48,36809544,0,,,,,,
14-Jan-2011,0,421.88,430.39,398.13,400.54,65419736,0,,,,,,
07-Jan-2011,0,430.5,437.38,419.54,421.34,29933760,0,,,,,,
31-Dec-2010,0,419.63,431.75,419.63,430.34,24900536,0,,,,,,
24-Dec-2010,0,406.51,422.73,406.5,421.27,35185008,0,,,,,,
16-Dec-2010,0,393.63,412.5,384.38,411.66,27546200,0,,,,,,
10-Dec-2010,0,391.25,399.38,389.25,393.03,33116504,0,,,,,,
03-Dec-2010,0,383.13,393.49,376.53,390.63,32506144,0,,,,,,
26-Nov-2010,0,371.42,388.88,368.78,380.26,45246672,0,,,,,,
19-Nov-2010,0,375.38,380.62,367.53,370.48,27018640,0,,,,,,
12-Nov-2010,0,385.5,388.13,373.63,374.73,33462760,0,,,,,,
05-Nov-2010,0,372.88,386.5,372.88,385.21,18745736,0,,,,,,
29-Oct-2010,0,382.35,384.36,368,371.46,46341176,0,,,,,,
22-Oct-2010,0,385.06,389.86,372.51,381.64,54340328,0,,,,,,
15-Oct-2010,0,385.04,404.75,381.29,384.54,57207696,0,,,,,,
08-Oct-2010,0,389,395.25,379.63,384.54,31996152,0,,,,,,
01-Oct-2010,0,381.88,388.76,375.13,387.77,44144712,0,,,,,,
24-Sep-2010,0,371.88,383.13,371.63,381.14,45029224,0,,,,,,
17-Sep-2010,0,361.25,382.5,360.25,371.27,46467752,0,,,,,,
09-Sep-2010,0,348.28,362.5,348.2,361.88,31690352,0,,,,,,
03-Sep-2010,0,339.92,351.75,333.29,347.18,33644448,0,,,,,,
27-Aug-2010,0,346.5,351.25,335.18,338.74,28070176,0,,,,,,
20-Aug-2010,0,345,353.13,341.25,346.2,25913960,0,,,,,,
13-Aug-2010,0,356.06,360.36,344.25,347.16,26893536,0,,,,,,
06-Aug-2010,0,350,363.35,346.19,357.98,26056616,0,,,,,,
30-Jul-2010,0,348.75,355,345,348.55,21375624,0,,,,,,
23-Jul-2010,0,343.63,358.76,340.88,348.31,28286384,0,,,,,,
16-Jul-2010,0,356.26,363.75,342.13,347.13,64827248,0,,,,,,
09-Jul-2010,0,341.25,360.06,340,359.23,29550016,0,,,,,,
02-Jul-2010,0,346.25,352.13,339.5,340.94,34073904,0,,,,,,
25-Jun-2010,0,349.93,354.21,339.73,347.21,32538296,0,,,,,,
18-Jun-2010,0,331.26,351.88,331.26,348.28,37390696,0,,,,,,
11-Jun-2010,0,338.75,338.75,327.06,328.84,34960528,0,,,,,,
04-Jun-2010,0,341.88,342.25,327.2,341.12,29828280,0,,,,,,
28-May-2010,0,326.38,335.55,313.76,334.68,41999776,0,,,,,,
21-May-2010,0,329.38,332.5,319.79,322.72,40890736,0,,,,,,
14-May-2010,0,327.5,340.88,327.5,331.49,32371784,0,,,,,,
07-May-2010,0,338.5,339.37,325.88,327.11,40899992,0,,,,,,
30-Apr-2010,0,341.26,344.85,334.38,342.27,32666024,0,,,,,,
23-Apr-2010,0,346.83,348.74,336.63,340.87,37659792,0,,,,,,
16-Apr-2010,0,335.74,353.09,329.38,348.58,94600520,0,,,,,,
09-Apr-2010,0,334.88,337.21,327.18,334.53,36536600,0,,,,,,
01-Apr-2010,0,344.75,346.25,325.83,333.81,45888744,0,,,,,,
26-Mar-2010,0,344.01,358.75,342.86,346.86,33214296,0,,,,,,
19-Mar-2010,0,331.8,349.38,329.5,346.54,44321792,0,,,,,,
12-Mar-2010,0,331.63,338,327.23,334.16,31430040,0,,,,,,
05-Mar-2010,0,328.94,334.56,325.5,329.46,26179680,0,,,,,,
26-Feb-2010,0,319.39,328.75,318.88,325.24,34344384,0,,,,,,
19-Feb-2010,0,313.38,320.8,309.36,316.55,31080096,0,,,,,,
11-Feb-2010,0,296.86,314.77,293.06,312.31,33281744,0,,,,,,
06-Feb-2010,0,305.88,316.25,291.13,297.43,48804376,0,,,,,,
29-Jan-2010,0,318.75,321.24,300.6,309.44,44084720,0,,,,,,
22-Jan-2010,0,332.88,336.25,319,321.95,38238880,0,,,,,,
15-Jan-2010,0,309.39,337.86,309.25,334.48,65876784,0,,,,,,
08-Jan-2010,0,326.25,335.38,307.25,308.03,41323992,0,,,,,,
31-Dec-2009,0,324.39,326.75,320.41,325.14,20507592,0,,,,,,
24-Dec-2009,0,310.36,325,309.59,323.98,30819976,0,,,,,,
18-Dec-2009,0,306.88,321.49,306.26,315.74,46883560,0,,,,,,
11-Dec-2009,0,299.36,311.08,296.88,307.59,34529632,0,,,,,,
04-Dec-2009,0,294.08,303.38,293.78,297.95,35993320,0,,,,,,
27-Nov-2009,0,302.61,307.13,288.39,290.98,32820016,0,,,,,,
20-Nov-2009,0,295.93,306.13,291.91,303.34,34718768,0,,,,,,
13-Nov-2009,0,278.75,296.81,275,294.96,35941720,0,,,,,,
06-Nov-2009,0,275.38,282.5,266.26,277.33,40431280,0,,,,,,
30-Oct-2009,0,283.18,287.49,267.77,275.78,66173224,0,,,,,,
23-Oct-2009,0,274.88,284.38,271.28,282.5,53140592,0,,,,,,
17-Oct-2009,0,273.75,286,272.18,274.18,33658640,0,,,,,,
09-Oct-2009,0,289.38,294.08,270.83,272.2,77283632,0,,,,,,
01-Oct-2009,0,284.89,293.75,283,292.09,29872312,0,,,,,,
25-Sep-2009,0,294.91,302.63,279.14,280.06,89576152,0,,,,,,
18-Sep-2009,0,278.48,298.5,278.48,295.53,39055080,0,,,,,,
11-Sep-2009,0,276.88,284.36,272.13,283.43,42018192,0,,,,,,
04-Sep-2009,0,270.7,277,265,275.13,52741328,0,,,,,,
28-Aug-2009,0,257.49,275.5,254.38,273.83,48786888,0,,,,,,
21-Aug-2009,0,253.13,255.63,241.88,254.14,43818960,0,,,,,,
14-Aug-2009,0,256.25,264.38,249.5,255.29,45299344,0,,,,,,
07-Aug-2009,0,258,263.38,252.63,254.96,51256256,0,,,,,,
31-Jul-2009,0,250,259.88,243.03,258.04,77336512,0,,,,,,
24-Jul-2009,0,233.76,252.13,233.76,250.46,81244232,0,,,,,,
17-Jul-2009,0,214.1,234.25,212.64,233.29,57435504,0,,,,,,
10-Jul-2009,0,226.25,227.43,208.13,215.14,70386432,0,,,,,,
03-Jul-2009,0,232.49,258.75,218.46,225.64,44055312,0,,,,,,
26-Jun-2009,0,222.53,230,212.63,228.39,58418120,0,,,,,,
19-Jun-2009,0,215.61,223.14,209.54,221.3,67292480,0,,,,,,
12-Jun-2009,0,212.25,230.55,211.5,216.06,71612168,0,,,,,,
05-Jun-2009,0,201.92,214.38,200.13,212.36,64867608,0,,,,,,
29-May-2009,0,191.25,203.63,186.32,200.64,66794360,0,,,,,,
22-May-2009,0,213.13,238.86,185.63,190.29,106508776,0,,,,,,
15-May-2009,0,190,200.88,186.53,199.1,45102984,0,,,,,,
08-May-2009,0,190.01,204.49,187.65,190.09,80402184,0,,,,,,
29-Apr-2009,0,180.99,189.71,176.88,188.66,34488032,0,,,,,,
24-Apr-2009,0,173.13,182.46,169.38,181.08,57174680,0,,,,,,
17-Apr-2009,0,179.38,183.37,162.52,174.66,114279504,0,,,,,,
09-Apr-2009,0,180.41,183.63,169.56,178.38,48724440,0,,,,,,
02-Apr-2009,0,165,179.38,158.21,177.43,53325256,0,,,,,,
27-Mar-2009,0,162.53,174.64,161.9,168.11,76734512,0,,,,,,
20-Mar-2009,0,162.88,165.43,157.13,162.03,60993768,0,,,,,,
13-Mar-2009,0,150.64,162.49,148.76,162.13,41026768,0,,,,,,
06-Mar-2009,0,152.25,154.75,143.94,152.42,46499360,0,,,,,,
27-Feb-2009,0,144.38,155,143.19,153.91,48232440,0,,,,,,
20-Feb-2009,0,157.49,157.5,139.42,147.14,55526232,0,,,,,,
13-Feb-2009,0,158.5,165.63,155.51,156.46,55972416,0,,,,,,
06-Feb-2009,0,161.5,163.28,154.69,161.11,72127024,0,,,,,,
30-Jan-2009,0,152.38,164.88,151.88,163.33,55328456,0,,,,,,
23-Jan-2009,0,158.38,159.09,148.82,150.58,42690216,0,,,,,,
16-Jan-2009,0,143.96,164.25,139.88,158.43,154853544,0,,,,,,
09-Jan-2009,0,142.5,158.33,142.46,150.43,85525608,0,,,,,,
02-Jan-2009,0,138.76,145.63,133.13,141.51,46411784,0,,,,,,
26-Dec-2008,0,150,152.78,138.13,138.66,36289768,0,,,,,,
19-Dec-2008,0,140,150,135.63,148.91,72266072,0,,,,,,
12-Dec-2008,0,144.4,150.84,134.65,138.11,75677032,0,,,,,,
05-Dec-2008,0,156.25,162.34,140.33,141.81,72956528,0,,,,,,
28-Nov-2008,0,141.88,156.88,140.01,155.48,62350056,0,,,,,,
21-Nov-2008,0,151.88,155.5,136.25,148.08,79688368,0,,,,,,
14-Nov-2008,0,160.63,169.36,148.5,151.65,48968840,0,,,,,,
07-Nov-2008,0,175.14,180.88,150.27,157.85,81370568,0,,,,,,
31-Oct-2008,0,153.75,179.99,145,173.62,78864616,0,,,,,,
24-Oct-2008,0,155,174.25,150,155.76,84003752,0,,,,,,
17-Oct-2008,0,156.25,176.44,148.78,150.34,73416840,0,,,,,,
10-Oct-2008,0,170,173.75,130,153.15,91564848,0,,,,,,
03-Oct-2008,0,180.64,183.38,165,173.99,80829136,0,,,,,,
26-Sep-2008,0,205.63,207.54,179.51,180.86,73757976,0,,,,,,
19-Sep-2008,0,205,205.87,177.66,203.12,109225344,0,,,,,,
12-Sep-2008,0,219.13,221.53,204.66,205.5,67356680,0,,,,,,
05-Sep-2008,0,218.75,225.63,212.74,214.04,52167936,0,,,,,,
29-Aug-2008,0,217.5,218.75,211.25,218.64,52685816,0,,,,,,
22-Aug-2008,0,212.63,217.13,205.78,212.06,34334472,0,,,,,,
14-Aug-2008,0,211.88,214.63,198.2,211.69,69963112,0,,,,,,
08-Aug-2008,0,204.75,216.75,202.26,209.95,67823712,0,,,,,,
01-Aug-2008,0,194.16,205.81,188.49,204.93,63975320,0,,,,,,
25-Jul-2008,0,191.75,206.26,184.39,193.83,69147816,0,,,,,,
18-Jul-2008,0,207.53,208.75,187.88,193.43,98256640,0,,,,,,
11-Jul-2008,0,222.5,235.63,205.19,209.61,104166512,0,,,,,,
04-Jul-2008,0,214.38,230.5,213.13,219.48,60227520,0,,,,,,
27-Jun-2008,0,226.95,233.35,211.88,213.18,71371352,0,,,,,,
20-Jun-2008,0,236.99,243.75,227,228.38,52183224,0,,,,,,
13-Jun-2008,0,242.63,246.25,224.56,233.33,69716664,0,,,,,,
06-Jun-2008,0,247.5,255.81,231.64,249.19,79019656,0,,,,,,
30-May-2008,0,226.25,247.25,223.88,245.35,90662960,0,,,,,,
23-May-2008,0,233.13,239.13,226.88,228.59,46504744,0,,,,,,
16-May-2008,0,221.18,239.41,211.92,233.93,96421504,0,,,,,,
09-May-2008,0,223.38,232.38,217,218.67,79610656,0,,,,,,
02-May-2008,0,211.25,226.25,205.14,223.43,80944968,0,,,,,,
25-Apr-2008,0,209.88,214.63,197.5,210.54,82494080,0,,,,,,
17-Apr-2008,0,180,211.25,177.5,207.39,103933424,0,,,,,,
11-Apr-2008,0,187.38,191.05,176.63,177.74,78775760,0,,,,,,
04-Apr-2008,0,185.25,191.25,175.51,185.68,55445800,0,,,,,,
28-Mar-2008,0,169.66,193.36,167.9,190.15,76676664,0,,,,,,
19-Mar-2008,0,168.5,171.63,162.5,167.96,36200720,0,,,,,,
14-Mar-2008,0,176.75,184.83,163.88,171.28,52831000,0,,,,,,
07-Mar-2008,0,192.63,192.63,175.04,178.82,43725072,0,,,,,,
29-Feb-2008,0,199.85,210.93,190.13,193.53,44079032,0,,,,,,
22-Feb-2008,0,196.25,206.25,190.81,197.58,30962744,0,,,,,,
15-Feb-2008,0,193.75,206.26,187.63,195.68,53037400,0,,,,,,
08-Feb-2008,0,204.31,208.12,184.03,194.04,46686088,0,,,,,,
01-Feb-2008,0,184.25,201,175.91,199.33,52998424,0,,,,,,
25-Jan-2008,0,182.49,192.35,156.88,189.98,88270328,0,,,,,,
18-Jan-2008,0,199.88,201.25,181.37,183.55,57800736,0,,,,,,
11-Jan-2008,0,208.75,217.41,195.63,197.72,81631568,0,,,,,,
04-Jan-2008,0,225.13,225.63,210,211.86,32021904,0,,,,,,
28-Dec-2007,0,214.8,229.85,213.75,224.53,34112376,0,,,,,,
20-Dec-2007,0,206.25,215,191.71,211.94,36262304,0,,,,,,
14-Dec-2007,0,217.44,220.96,204.76,205.79,44155592,0,,,,,,
07-Dec-2007,0,200.31,218.66,198.58,215.29,77347008,0,,,,,,
30-Nov-2007,0,196.75,203.13,191.88,200.31,82734672,0,,,,,,
23-Nov-2007,0,206.25,206.25,189.66,194.69,84821672,0,,,,,,
16-Nov-2007,0,209.38,216.25,200.88,203.13,87869280,0,,,,,,
09-Nov-2007,0,237.5,241.09,211.26,212.64,51002416,0,,,,,,
02-Nov-2007,0,237.5,241.25,227.26,239.64,41081784,0,,,,,,
26-Oct-2007,0,232.25,239.75,228,231.03,55710968,0,,,,,,
19-Oct-2007,0,245.98,245.98,223.13,238.71,81576952,0,,,,,,
12-Oct-2007,0,250,267.74,237.98,241.21,100085200,0,,,,,,
05-Oct-2007,0,236.88,251.86,231.59,247.86,61479512,0,,,,,,
28-Sep-2007,0,228.5,243.75,218.56,236.59,95530504,0,,,,,,
21-Sep-2007,0,231.75,233.5,219.01,228.24,67318848,0,,,,,,
14-Sep-2007,0,236.56,238.09,226.64,229.64,40894336,0,,,,,,
07-Sep-2007,0,233.13,240.63,221.88,238.56,28303904,0,,,,,,
31-Aug-2007,0,229.88,236.75,227.04,231.82,43976424,0,,,,,,
24-Aug-2007,0,239.38,239.38,218.75,228.2,64497904,0,,,,,,
17-Aug-2007,0,246.25,246.25,217.89,231.82,52428264,0,,,,,,
10-Aug-2007,0,242.48,250.63,231.89,244.99,69654136,0,,,,,,
03-Aug-2007,0,250.98,254.38,236.56,239.58,43198248,0,,,,,,
27-Jul-2007,0,246.76,256.25,241.4,250.98,72131464,0,,,,,,
20-Jul-2007,0,243.13,252.38,241,248.28,59033816,0,,,,,,
13-Jul-2007,0,248.63,255.24,239.38,242.48,127716704,0,,,,,,
06-Jul-2007,0,243,247.09,230.84,246.48,45871752,0,,,,,,
29-Jun-2007,0,243.85,246.25,239.14,241.13,39307296,0,,,,,,
22-Jun-2007,0,253.13,253.63,241.88,243.85,44154584,0,,,,,,
15-Jun-2007,0,246.75,254.75,214.38,251.18,58493224,0,,,,,,
08-Jun-2007,0,243.75,246.88,230.86,243.86,74458688,0,,,,,,
01-Jun-2007,0,244.46,251.71,237.63,242.32,62207272,0,,,,,,
25-May-2007,0,248.26,249,238.13,248.19,79894280,0,,,,,,
18-May-2007,0,252.25,252.96,242,247.74,58437592,0,,,,,,
11-May-2007,0,259,259.38,243.88,250.08,56530632,0,,,,,,
04-May-2007,0,250.63,261.66,250.63,258.99,23781488,0,,,,,,
27-Apr-2007,0,259.97,259.97,248.88,250.64,53181888,0,,,,,,
20-Apr-2007,0,268.75,269.5,253.16,256.89,57285136,0,,,,,,
13-Apr-2007,0,245,266.5,245,260.86,85410568,0,,,,,,
05-Apr-2007,0,250,250,238.75,249.04,50512024,0,,,,,,
30-Mar-2007,0,263.13,263.13,244.89,252.33,77843248,0,,,,,,
23-Mar-2007,0,258.75,268.13,255.9,261.58,38950736,0,,,,,,
16-Mar-2007,0,265,267.99,251.53,255.93,61257864,0,,,,,,
09-Mar-2007,0,259.74,270.93,250,265.12,59120320,0,,,,,,
02-Mar-2007,0,279.25,280.88,256.25,261.69,71430296,0,,,,,,
23-Feb-2007,0,297.75,300,276.53,279.71,36855264,0,,,,,,
15-Feb-2007,0,291.88,301.88,282.71,297.87,32050152,0,,,,,,
09-Feb-2007,0,279.38,299.75,279.38,295.16,41234736,0,,,,,,
02-Feb-2007,0,279.38,285,276.54,283.19,28932200,0,,,,,,
25-Jan-2007,0,276.88,282.5,275.13,280.13,27087792,0,,,,,,
19-Jan-2007,0,279.12,281.25,273.13,275.29,43509264,0,,,,,,
12-Jan-2007,0,284.38,285,261.89,277.93,94981856,0,,,,,,
05-Jan-2007,0,281.63,290.63,279.76,284.38,35318136,0,,,,,,
29-Dec-2006,0,270.63,284.49,270.63,280.23,29780808,0,,,,,,
22-Dec-2006,0,279.75,282.5,266.88,271.73,54655976,0,,,,,,
15-Dec-2006,0,276.25,280,265.66,279.19,55608920,0,,,,,,
08-Dec-2006,0,274.75,285,272.64,274.44,52129816,0,,,,,,
01-Dec-2006,0,279.38,279.93,266.5,274.38,41269488,0,,,,,,
24-Nov-2006,0,271.25,283.13,269.03,279.44,65880328,0,,,,,,
17-Nov-2006,0,267.5,280.02,266.88,273.3,50323232,0,,,,,,
10-Nov-2006,0,261.24,269.75,256.94,267.48,48009424,0,,,,,,
03-Nov-2006,0,261.88,266.88,257.38,259.36,30119760,0,,,,,,
27-Oct-2006,0,262.5,264.38,254.38,261.57,25783256,0,,,,,,
21-Oct-2006,0,262.38,268.23,256.52,259.23,59722712,0,,,,,,
13-Oct-2006,0,233.13,262.49,231.31,261.13,98922624,0,,,,,,
06-Oct-2006,0,234.38,234.96,224.38,234.19,38591144,0,,,,,,
29-Sep-2006,0,228.63,234.75,226.5,231.21,28075024,0,,,,,,
22-Sep-2006,0,228.13,231.25,224.54,228.75,35708568,0,,,,,,
15-Sep-2006,0,225.14,230.13,215.01,226.33,43317008,0,,,,,,
08-Sep-2006,0,226.5,233.75,222.25,223.68,34940720,0,,,,,,
01-Sep-2006,0,220.84,227.38,218.13,226.31,33739344,0,,,,,,
25-Aug-2006,0,220.5,226.13,218.13,220.84,36141880,0,,,,,,
18-Aug-2006,0,219,223.13,201.25,220.25,28407280,0,,,,,,
11-Aug-2006,0,210,218.75,208.74,217.78,40170376,0,,,,,,
04-Aug-2006,0,205.63,214.63,204.58,210.08,62057488,0,,,,,,
28-Jul-2006,0,199.96,208.43,196.5,203.78,54129112,0,,,,,,
21-Jul-2006,0,205.13,212.34,197.56,200.26,55745016,0,,,,,,
14-Jul-2006,0,199.31,224.88,193.82,206.09,118495320,0,,,,,,
07-Jul-2006,0,192.81,202.5,191.4,194.06,54603200,0,,,,,,
30-Jun-2006,0,187.44,195.63,177.63,192.43,62222832,0,,,,,,
25-Jun-2006,0,175,188.75,173.44,186.85,66651408,0,,,,,,
16-Jun-2006,0,175,182.11,153.13,175.07,106379584,0,,,,,,
